有價證券代號,有價證券名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
71264U,新復興國票53售01,TW25Z71264U2,2025/03/03,上櫃,,RWSCPE,
71267U,世界國票4A售02,TW25Z71267U5,2025/03/04,上櫃,,RWSCPE,
71269U,欣銓國票4A售01,TW25Z71269U1,2025/03/05,上櫃,,RWSCPE,
71270U,波若威永豐4C售02,TW25Z71270U9,2025/03/05,上櫃,,RWSCPE,
71273U,順達國票4A售01,TW25Z71273U3,2025/03/06,上櫃,,RWSCPE,
71278U,雙鴻凱基4B售01,TW25Z71278U2,2025/03/06,上櫃,,RWSCPE,
71280U,雙鴻群益4A售03,TW25Z71280U8,2025/03/06,上櫃,,RWSCPE,
71286U,雙鴻凱基4A售03,TW25Z71286U5,2025/03/07,上櫃,,RWSCPE,
71287U,原相群益52售01,TW25Z71287U3,2025/03/07,上櫃,,RWSCPE,
71288U,順達群益4A售02,TW25Z71288U1,2025/03/07,上櫃,,RWSCPE,
71291U,新復興國票4C售03,TW25Z71291U5,2025/03/10,上櫃,,RWSCPE,
71292U,群聯國票4A售02,TW25Z71292U3,2025/03/10,上櫃,,RWSCPE,
71294U,新復興永豐4B售01,TW25Z71294U9,2025/03/10,上櫃,,RWSCPE,
71297U,環球晶群益4B售02,TW25Z71297U2,2025/03/11,上櫃,,RWSCPE,
71301U,新復興統一53售02,TW25Z71301U2,2025/03/12,上櫃,,RWSCPE,
71302U,友輝國票4A售02,TW25Z71302U0,2025/03/12,上櫃,,RWSCPE,
71307U,廣明國票4A售02,TW25Z71307U9,2025/03/13,上櫃,,RWSCPE,
71309U,金麗科群益4A售01,TW25Z71309U5,2025/03/14,上櫃,,RWSCPE,
71310U,元太國票4A售03,TW25Z71310U3,2025/03/14,上櫃,,RWSCPE,
71311U,智擎國票4A售02,TW25Z71311U1,2025/03/14,上櫃,,RWSCPE,
71312U,順達國票4A售04,TW25Z71312U9,2025/03/14,上櫃,,RWSCPE,
71313U,群聯國票4A售04,TW25Z71313U7,2025/03/14,上櫃,,RWSCPE,
71314U,元太群益4B售02,TW25Z71314U5,2025/03/17,上櫃,,RWSCPE,
71315U,威剛國票4A售03,TW25Z71315U2,2025/03/17,上櫃,,RWSCPE,
71320U,力旺國票4A售02,TW25Z71320U2,2025/03/18,上櫃,,RWSCPE,
71321U,力旺國票4B售03,TW25Z71321U0,2025/03/18,上櫃,,RWSCPE,
71322U,系微國票4A售01,TW25Z71322U8,2025/03/18,上櫃,,RWSCPE,
71323U,鏵友益國票51售02,TW25Z71323U6,2025/03/18,上櫃,,RWSCPE,
71325U,鏵友益群益4A售01,TW25Z71325U1,2025/03/18,上櫃,,RWSCPE,
71326U,力旺元富4A售05,TW25Z71326U9,2025/03/18,上櫃,,RWSCPE,
71327U,力旺元富4A售06,TW25Z71327U7,2025/03/18,上櫃,,RWSCPE,
71329U,群聯國票4A售05,TW25Z71329U3,2025/03/19,上櫃,,RWSCPE,
71333U,千附精國票4A售01,TW25Z71333U5,2025/03/20,上櫃,,RWSCPE,
71334U,大宇資國票4A售03,TW25Z71334U3,2025/03/20,上櫃,,RWSCPE,
71335U,艾訊國票4A售03,TW25Z71335U0,2025/03/20,上櫃,,RWSCPE,
71336U,茂綸國票4A售03,TW25Z71336U8,2025/03/20,上櫃,,RWSCPE,
71339U,新復興群益4B售01,TW25Z71339U2,2025/03/20,上櫃,,RWSCPE,
71342U,鈊象國票4A售03,TW25Z71342U6,2025/03/21,上櫃,,RWSCPE,
71349U,波若威群益4C售01,TW25Z71349U1,2025/03/25,上櫃,,RWSCPE,
71352U,台燿國票4A售04,TW25Z71352U5,2025/03/25,上櫃,,RWSCPE,
71353U,波若威國票4A售03,TW25Z71353U3,2025/03/25,上櫃,,RWSCPE,
71354U,茂訊國票4A售04,TW25Z71354U1,2025/03/25,上櫃,,RWSCPE,
71355U,神準國票4A售01,TW25Z71355U8,2025/03/25,上櫃,,RWSCPE,
71356U,僑威國票4A售01,TW25Z71356U6,2025/03/25,上櫃,,RWSCPE,
71357U,台燿群益53售01,TW25Z71357U4,2025/03/26,上櫃,,RWSCPE,
71358U,元太凱基4A售04,TW25Z71358U2,2025/03/26,上櫃,,RWSCPE,
71359U,精剛國票4A售02,TW25Z71359U0,2025/03/26,上櫃,,RWSCPE,
71364U,M31國票4A售01,TW25Z71364U0,2025/03/27,上櫃,,RWSCPE,
71365U,千附國票4A售04,TW25Z71365U7,2025/03/28,上櫃,,RWSCPE,
71366U,千附國票4A售05,TW25Z71366U5,2025/03/27,上櫃,,RWSCPE,
71367U,穩懋國票4A售05,TW25Z71367U3,2025/03/27,上櫃,,RWSCPE,
71369U,順達國票4A售06,TW25Z71369U9,2025/03/28,上櫃,,RWSCPE,
71370U,群聯國票4A售07,TW25Z71370U7,2025/03/28,上櫃,,RWSCPE,
71371U,M31群益49售05,TW25Z71371U5,2025/03/28,上櫃,,RWSCPE,
71372U,順達群益49售04,TW25Z71372U3,2025/03/28,上櫃,,RWSCPE,
71373U,精剛凱基4A售03,TW25Z71373U1,2025/03/31,上櫃,,RWSCPE,
71374U,穩懋凱基49售01,TW25Z71374U9,2025/03/31,上櫃,,RWSCPE,
71375U,湧德國票4C售02,TW25Z71375U6,2025/03/31,上櫃,,RWSCPE,
71376U,M31凱基49售04,TW25Z71376U4,2025/04/01,上櫃,,RWSCPE,
71377U,新復興群益52售01,TW25Z71377U2,2025/04/01,上櫃,,RWSCPE,
71378U,家登群益4A售02,TW25Z71378U0,2025/04/02,上櫃,,RWSCPE,
71379U,弘塑國票4B售03,TW25Z71379U8,2025/04/02,上櫃,,RWSCPE,
71380U,神盾國票4B售01,TW25Z71380U6,2025/04/02,上櫃,,RWSCPE,
71381U,萬潤國票4B售01,TW25Z71381U4,2025/04/02,上櫃,,RWSCPE,
71382U,雙鴻永豐4B售03,TW25Z71382U2,2025/04/02,上櫃,,RWSCPE,
71383U,神準國票4B售01,TW25Z71383U0,2025/04/07,上櫃,,RWSCPE,
71384U,廣運國票4B售02,TW25Z71384U8,2025/04/07,上櫃,,RWSCPE,
71385U,弘塑凱基4B售03,TW25Z71385U5,2025/04/07,上櫃,,RWSCPE,
71386U,金麗科凱基4C售02,TW25Z71386U3,2025/04/07,上櫃,,RWSCPE,
71387U,宏捷科群益4B售01,TW25Z71387U1,2025/04/07,上櫃,,RWSCPE,
71388U,順達群益4A售05,TW25Z71388U9,2025/04/07,上櫃,,RWSCPE,
71389U,新復興群益52售02,TW25Z71389U7,2025/04/07,上櫃,,RWSCPE,
71390U,M31國票4B售02,TW25Z71390U5,2025/04/08,上櫃,,RWSCPE,
71391U,世界國票4B售01,TW25Z71391U3,2025/04/08,上櫃,,RWSCPE,
71392U,萬潤凱基4B售01,TW25Z71392U1,2025/04/08,上櫃,,RWSCPE,
71393U,世界凱基4A售01,TW25Z71393U9,2025/04/09,上櫃,,RWSCPE,
71394U,群聯凱基4A售04,TW25Z71394U7,2025/04/09,上櫃,,RWSCPE,
71395U,新復興國票54售01,TW25Z71395U4,2025/04/09,上櫃,,RWSCPE,
71396U,鑫聯國票4B售02,TW25Z71396U2,2025/04/09,上櫃,,RWSCPE,
71397U,鑫聯國票51售01,TW25Z71397U0,2025/04/09,上櫃,,RWSCPE,
71398U,金益鼎國票4B售02,TW25Z71398U8,2025/04/10,上櫃,,RWSCPE,
71399U,高鋒元大4A售01,TW25Z71399U6,2025/04/10,上櫃,,RWSCPE,
71400U,信驊元富4A售08,TW25Z71400U2,2025/04/11,上櫃,,RWSCPE,
71401U,晟田國票4C售01,TW25Z71401U0,2025/04/14,上櫃,,RWSCPE,
71402U,雙鴻國票4B售01,TW25Z71402U8,2025/04/14,上櫃,,RWSCPE,
71403U,旺矽國票4B售01,TW25Z71403U6,2025/04/15,上櫃,,RWSCPE,
71404U,華星光國票4B售01,TW25Z71404U4,2025/04/15,上櫃,,RWSCPE,
71405U,新盛力國票4C售02,TW25Z71405U1,2025/04/16,上櫃,,RWSCPE,
71406U,元太國票4B售01,TW25Z71406U9,2025/04/16,上櫃,,RWSCPE,
71407U,波若威國票4B售01,TW25Z71407U7,2025/04/16,上櫃,,RWSCPE,
71408U,信驊國票4B售01,TW25Z71408U5,2025/04/16,上櫃,,RWSCPE,
71409U,千附精國票4B售02,TW25Z71409U3,2025/04/17,上櫃,,RWSCPE,
71410U,良維國票4B售02,TW25Z71410U1,2025/04/17,上櫃,,RWSCPE,
71411U,神準國票4B售04,TW25Z71411U9,2025/04/17,上櫃,,RWSCPE,
71412U,群聯國票4B售03,TW25Z71412U7,2025/04/18,上櫃,,RWSCPE,
71413U,雙鴻國票4B售03,TW25Z71413U5,2025/04/18,上櫃,,RWSCPE,
71414U,威剛國票4B售02,TW25Z71414U3,2025/04/21,上櫃,,RWSCPE,
71415U,華星光國票4B售02,TW25Z71415U0,2025/04/21,上櫃,,RWSCPE,
71416U,力旺凱基4B售01,TW25Z71416U8,2025/04/21,上櫃,,RWSCPE,
71417U,華星光凱基4A售03,TW25Z71417U6,2025/04/21,上櫃,,RWSCPE,
71418U,新復興永豐51售01,TW25Z71418U4,2025/04/21,上櫃,,RWSCPE,
71419U,中光電元富4A售01,TW25Z71419U2,2025/04/22,上櫃,,RWSCPE,
71420U,鈊象元富4A售03,TW25Z71420U0,2025/04/22,上櫃,,RWSCPE,
71421U,台燿國票4B售01,TW25Z71421U8,2025/04/22,上櫃,,RWSCPE,
71422U,欣銓國票4B售02,TW25Z71422U6,2025/04/22,上櫃,,RWSCPE,
71423U,台燿群益52售01,TW25Z71423U4,2025/04/23,上櫃,,RWSCPE,
71424U,欣銓群益4B售01,TW25Z71424U2,2025/04/23,上櫃,,RWSCPE,
71425U,旺矽國票4B售02,TW25Z71425U9,2025/04/24,上櫃,,RWSCPE,
71426U,精材國票4B售01,TW25Z71426U7,2025/04/24,上櫃,,RWSCPE,
71427U,雙鴻國票4B售05,TW25Z71427U5,2025/04/24,上櫃,,RWSCPE,
71428U,信驊元富4A售10,TW25Z71428U3,2025/04/24,上櫃,,RWSCPE,
71429U,旺矽凱基4B售03,TW25Z71429U1,2025/04/25,上櫃,,RWSCPE,
71430U,元太國票4B售02,TW25Z71430U9,2025/04/25,上櫃,,RWSCPE,
71431U,信驊國票4B售03,TW25Z71431U7,2025/04/25,上櫃,,RWSCPE,
71432U,鈊象國票4B售04,TW25Z71432U5,2025/04/25,上櫃,,RWSCPE,
71433U,譜瑞國票4B售02,TW25Z71433U3,2025/04/25,上櫃,,RWSCPE,
71434U,金益鼎國票4B售04,TW25Z71434U1,2025/04/28,上櫃,,RWSCPE,
71435U,新盛力國票4A售03,TW25Z71435U8,2025/04/28,上櫃,,RWSCPE,
71436U,鑫聯國票4B售04,TW25Z71436U6,2025/04/28,上櫃,,RWSCPE,
71437U,旺矽凱基4B售04,TW25Z71437U4,2025/04/28,上櫃,,RWSCPE,
71438U,信驊凱基4A售06,TW25Z71438U2,2025/04/28,上櫃,,RWSCPE,
71439U,鈊象凱基4A售07,TW25Z71439U0,2025/04/28,上櫃,,RWSCPE,
71440U,新盛力凱基4C售01,TW25Z71440U8,2025/04/28,上櫃,,RWSCPE,
71441U,旺矽元富4A售07,TW25Z71441U6,2025/04/29,上櫃,,RWSCPE,
71442U,旺矽永豐4A售02,TW25Z71442U4,2025/04/29,上櫃,,RWSCPE,
71443U,旺矽國票4B售03,TW25Z71443U2,2025/04/29,上櫃,,RWSCPE,
71444U,威剛國票4B售03,TW25Z71444U0,2025/04/29,上櫃,,RWSCPE,
71445U,聖暉*國票4B售01,TW25Z71445U7,2025/04/29,上櫃,,RWSCPE,
71446U,富喬元大4A售05,TW25Z71446U5,2025/04/29,上櫃,,RWSCPE,
71447U,鈊象元大4A售18,TW25Z71447U3,2025/04/29,上櫃,,RWSCPE,
71448U,群聯元富4A售11,TW25Z71448U1,2025/04/30,上櫃,,RWSCPE,
71449U,旺矽元大4A售09,TW25Z71449U9,2025/04/30,上櫃,,RWSCPE,
71450U,威剛國票4C售01,TW25Z71450U7,2025/04/30,上櫃,,RWSCPE,
71451U,精測國票4C售01,TW25Z71451U5,2025/04/30,上櫃,,RWSCPE,
71452U,力旺國票4B售04,TW25Z71452U3,2025/05/02,上櫃,,RWSCPE,
71453U,天品國票4B售02,TW25Z71453U1,2025/05/02,上櫃,,RWSCPE,
71454U,昇達科群益51售02,TW25Z71454U9,2025/05/02,上櫃,,RWSCPE,
71455U,華星光群益51售01,TW25Z71455U6,2025/05/02,上櫃,,RWSCPE,
71456U,力旺元大4B售02,TW25Z71456U4,2025/05/02,上櫃,,RWSCPE,
71457U,華星光元大4B售05,TW25Z71457U2,2025/05/02,上櫃,,RWSCPE,
71458U,力旺中信4B售03,TW25Z71458U0,2025/05/02,上櫃,,RWSCPE,
71459U,華星光永豐52售01,TW25Z71459U8,2025/05/02,上櫃,,RWSCPE,
71460U,力旺凱基51售01,TW25Z71460U6,2025/05/02,上櫃,,RWSCPE,
71461U,廣運凱基4C售01,TW25Z71461U4,2025/05/02,上櫃,,RWSCPE,
71462U,昇達科凱基51售02,TW25Z71462U2,2025/05/05,上櫃,,RWSCPE,
71463U,鈊象凱基4B售05,TW25Z71463U0,2025/05/05,上櫃,,RWSCPE,
71464U,精測凱基4B售01,TW25Z71464U8,2025/05/05,上櫃,,RWSCPE,
714650,華星光統一4A購01,TW24Z7146507,2024/02/23,上櫃,,RWSCCA,
71465U,原相元富4B售04,TW25Z71465U5,2025/05/05,上櫃,,RWSCPE,
71466U,華星光元富4B售01,TW25Z71466U3,2025/05/05,上櫃,,RWSCPE,
71467U,宏捷科國票4C售01,TW25Z71467U1,2025/05/05,上櫃,,RWSCPE,
71468U,順達國票4C售01,TW25Z71468U9,2025/05/05,上櫃,,RWSCPE,
71469U,鈊象國票4C售01,TW25Z71469U7,2025/05/05,上櫃,,RWSCPE,
71470U,僑威國票4C售01,TW25Z71470U5,2025/05/05,上櫃,,RWSCPE,
71471U,廣運國票4C售01,TW25Z71471U3,2025/05/05,上櫃,,RWSCPE,
71472U,德微國票4C售01,TW25Z71472U1,2025/05/05,上櫃,,RWSCPE,
71473U,叡揚國票4B售02,TW25Z71473U9,2025/05/05,上櫃,,RWSCPE,
71474U,穩懋國票4C售01,TW25Z71474U7,2025/05/05,上櫃,,RWSCPE,
71475U,信驊國票4C售02,TW25Z71475U4,2025/05/06,上櫃,,RWSCPE,
71476U,高鋒國票4C售01,TW25Z71476U2,2025/05/06,上櫃,,RWSCPE,
71477U,雙鴻國票4C售02,TW25Z71477U0,2025/05/06,上櫃,,RWSCPE,
71478U,宏捷科群益4C售01,TW25Z71478U8,2025/05/06,上櫃,,RWSCPE,
71479U,高鋒群益51售02,TW25Z71479U6,2025/05/06,上櫃,,RWSCPE,
71480U,華星光群益51售02,TW25Z71480U4,2025/05/06,上櫃,,RWSCPE,
71481U,信驊元大4B售02,TW25Z71481U2,2025/05/06,上櫃,,RWSCPE,
71482U,昇達科元大4B售04,TW25Z71482U0,2025/05/07,上櫃,,RWSCPE,
71483U,信驊元大4B售03,TW25Z71483U8,2025/05/07,上櫃,,RWSCPE,
71484U,M31國票4C售01,TW25Z71484U6,2025/05/07,上櫃,,RWSCPE,
71485U,旺矽國票4C售01,TW25Z71485U3,2025/05/07,上櫃,,RWSCPE,
71486U,凡甲國票4C售01,TW25Z71486U1,2025/05/09,上櫃,,RWSCPE,
71487U,山富國票4C售01,TW25Z71487U9,2025/05/09,上櫃,,RWSCPE,
71488U,世界國票4C售01,TW25Z71488U7,2025/05/09,上櫃,,RWSCPE,
71489U,新普國票4C售01,TW25Z71489U5,2025/05/09,上櫃,,RWSCPE,
